year,level_1,level_2,level_3,level_4,value
1994,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Administrative & Support Services,na
1994,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1994,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Health & Social Services,na
1994,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1994,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1994,"Legislators, Senior Officials & Managers",Services,Business Services,Real Estate Services,na
1994,"Legislators, Senior Officials & Managers",Services,Business Services,Professional Services,na
1994,"Legislators, Senior Officials & Managers",Services,Business Services,Administrative & Support Services,na
1994,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1994,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Health & Social Services,na
1994,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1994,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1994,Managers & Administrators,Services,Business Services,Real Estate Services,na
1994,Managers & Administrators,Services,Business Services,Professional Services,na
1994,Managers & Administrators,Services,Business Services,Administrative & Support Services,na
1994,Managers & Administrators,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1994,Managers & Administrators,Services,"Community, Social & Personal Services",Health & Social Services,na
1994,Managers & Administrators,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1994,Managers & Administrators,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1994,Working Proprietors,Services,Business Services,Real Estate Services,na
1994,Working Proprietors,Services,Business Services,Professional Services,na
1994,Working Proprietors,Services,Business Services,Administrative & Support Services,na
1994,Working Proprietors,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1994,Working Proprietors,Services,"Community, Social & Personal Services",Health & Social Services,na
1994,Working Proprietors,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1994,Working Proprietors,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1994,Professionals,Services,Business Services,Real Estate Services,na
1994,Professionals,Services,Business Services,Professional Services,na
1994,Professionals,Services,Business Services,Administrative & Support Services,na
1994,Professionals,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1994,Professionals,Services,"Community, Social & Personal Services",Health & Social Services,na
1994,Professionals,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1994,Professionals,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1994,Associate Professionals & Technicians,Services,Business Services,Real Estate Services,na
1994,Associate Professionals & Technicians,Services,Business Services,Professional Services,na
1994,Associate Professionals & Technicians,Services,Business Services,Administrative & Support Services,na
1994,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1994,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Health & Social Services,na
1994,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1994,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1994,Clerical Support Workers,Services,Business Services,Real Estate Services,na
1994,Clerical Support Workers,Services,Business Services,Professional Services,na
1994,Clerical Support Workers,Services,Business Services,Administrative & Support Services,na
1994,Clerical Support Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1994,Clerical Support Workers,Services,"Community, Social & Personal Services",Health & Social Services,na
1994,Clerical Support Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1994,Clerical Support Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1994,Service & Sales Workers,Services,Business Services,Real Estate Services,na
1994,Service & Sales Workers,Services,Business Services,Professional Services,na
1994,Service & Sales Workers,Services,Business Services,Administrative & Support Services,na
1994,Service & Sales Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1994,Service & Sales Workers,Services,"Community, Social & Personal Services",Health & Social Services,na
1994,Service & Sales Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1994,Service & Sales Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
1994,Craftsmen & Related Trades Workers,Services,Business Services,Real Estate Services,na
1994,Craftsmen & Related Trades Workers,Services,Business Services,Professional Services,na
1994,Craftsmen & Related Trades Workers,Services,Business Services,Administrative & Support Services,na
1994,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,na
1994,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Health & Social Services,na
1994,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
1994,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
